Longitude,Latitude,Value
82.981765,54.861827,61644
84.412718,55.240893,37503
82.829207,55.117801,31343
82.969206,54.990277,107497
82.985411,55.04822,46381
83.052996,54.964951,71429
82.959792,55.067008,57855
82.970048,54.990035,92088
82.989541,54.98315,48696
82.94692,55.074748,91327
82.921433,55.024503,67913
82.999903,54.941459,42311
82.975657,54.854608,52350
83.018219,55.005455,57463
82.929262,55.06505,81458
83.101633,54.760686,48095
83.066168,54.752134,50554
82.952262,55.156259,64518
82.968682,55.029452,73696
82.88454,54.980303,53725
82.962558,55.051404,61294
83.075148,54.733512,56194
82.965244,55.049904,76762
82.950927,55.064424,52333
82.908682,54.938818,50000
83.092649,54.810296,60327
82.979021,55.009038,17580
82.867378,54.969471,61017
82.928673,55.035486,106710
82.873669,54.973633,64834
83.134935,54.97618,43810
82.87609,54.9788,70538
82.863083,54.942035,52792
82.969769,54.99691,62803
82.898427,55.122075,75007
82.926104,54.93084,53510
83.366867,54.220466,25054
82.960085,55.052523,53000
82.963652,54.995347,71682
82.929277,55.037177,79710
83.106649,54.863512,80137
83.099471,54.836586,145616
82.955631,55.075063,43325
82.979286,55.036897,87500
82.954019,55.000013,65427
82.738022,55.303787,12500
82.989136,54.928276,53947
82.968245,54.954927,50193
82.978398,54.860946,58333
82.83923,54.951281,50000
82.905718,55.078999,61923
82.916588,55.037879,70147
82.941254,55.070983,76702
83.285486,54.621492,37500
82.928529,55.053353,69561
82.201884,55.009082,15556
82.907385,55.104373,129812
83.016597,55.033559,59182
82.914258,54.991641,84274
82.924231,54.933119,56120
82.982239,55.073627,45290
82.981047,54.989696,50000
83.001461,55.055654,39491
83.038403,54.991365,80017
83.080197,54.733654,54645
82.923469,54.936031,63089
82.886163,54.985497,71573
82.957409,55.160416,43103
82.967805,54.945766,41118
82.919328,55.053655,71019
82.989885,55.041901,50806
83.098002,54.811261,50000
82.936519,55.107015,77039
83.05319,54.96415,53333
83.091879,54.750055,40635
82.899688,55.0625,68417
83.604556,55.2987,38462
83.005572,55.01986,59242
82.893281,55.125959,75983
83.057555,54.740052,52107
82.906407,55.032825,79429
82.945935,55.109111,63160
82.876149,54.976976,65303
83.014537,55.004311,70596
83.107136,54.838908,201971
82.850796,54.983829,52264
83.095787,54.811026,58182
82.947875,54.964728,71602
83.001943,54.940018,50658
83.124404,54.942213,47922
82.860592,54.992469,63955
83.090357,54.804948,56886
82.98823,54.862853,44397
82.895319,55.061861,69085
82.971408,55.042323,86952
82.909887,54.983157,60580
82.993876,55.050167,74305
82.639656,55.086375,37500
82.688782,54.996565,60656
83.106109,54.765838,43979
83.106274,54.835016,96346
83.125043,54.936556,68966
83.080785,54.869335,36667
82.971451,54.960816,57467
82.942893,55.016916,66658
82.965074,55.107982,57143
82.910749,55.027971,100000
82.881195,55.070746,41853
82.885287,55.049572,80887
83.021228,55.023915,54031
82.959453,54.956201,64084
83.097231,54.763992,58730
82.810539,54.992367,58771
82.919359,54.982618,64593
83.071811,54.977303,56905
83.000141,55.012926,40208
82.960482,54.956451,62780
82.905591,55.105168,111338
82.939567,55.047092,78006
83.102254,54.765234,39344
82.961308,54.945282,38750
82.934472,55.035757,87477
83.010571,55.058621,21759
84.399111,55.228839,30864
82.968622,55.003065,74074
82.548882,54.838793,28852
82.924429,55.171432,53233
82.975993,55.036925,75627
83.074214,54.733186,58500
82.646458,55.090252,40299
82.8577,55.026765,25862
82.969493,55.102779,61476
82.930447,54.937383,55426
82.969583,55.034625,69155
83.121283,54.904566,55044
83.042639,54.989415,52888
83.066721,54.955228,63511
82.842984,54.984849,74260
82.917933,54.931889,50000
82.970502,55.099591,56183
83.117924,55.158234,41897
82.96613,55.028354,71875
84.415337,55.225178,26950
82.807078,55.030141,60880
83.017405,55.051941,18029
82.932815,55.064369,64008
82.885513,54.989743,58647
82.944669,55.068117,59184
82.938323,55.060448,80249
82.751444,54.973249,40508
82.925664,55.041997,88095
82.926321,55.08192,71875
82.968218,55.067073,61180
82.93894,55.099415,69715
84.413871,55.225134,28571
82.934053,55.064774,63251
82.793193,54.979111,54349
83.057344,54.735267,51136
82.865177,54.982069,57365
83.080792,54.975013,57909
82.96847,54.996827,51591
82.95067,55.017684,94096
82.812071,54.991088,61010
83.013513,55.056328,31961
83.195849,54.968885,38167
83.085355,54.971935,56566
83.000673,54.941734,50000
82.967025,55.02907,71300
82.941032,55.041321,74713
82.914413,55.059742,87416
82.970588,55.029829,77500
82.916394,54.936802,63333
83.216405,54.766019,36262
83.025281,55.032556,58490
83.223176,54.677759,37179
83.303501,54.640762,31667
83.079506,54.860372,71774
82.834052,54.909373,44000
82.916061,55.037823,78191
82.890232,55.031221,66455
82.970022,55.02178,69620
82.894168,54.995828,97899
82.987717,55.000368,34709
83.075613,54.973633,57873
82.896775,55.043536,78774
82.913526,55.030734,63897
82.93734,55.101695,35400
83.198221,54.968836,53136
83.095619,54.978515,51051
82.995474,55.03114,31714
82.965418,55.03573,83844
82.97868,55.019259,71360
83.051791,54.85271,59201
83.304479,54.647478,35714
82.985288,55.061038,54836
84.821844,54.855929,10292
83.101856,54.864902,81497
82.345717,54.609106,19286
83.226495,54.969501,22178
82.924519,55.025196,96640
82.911167,55.060003,61477
82.834602,54.952721,46782
83.104128,54.863446,84656
82.946017,55.011039,67578
83.307362,54.641661,41509
83.099536,54.838167,104938
82.970997,54.947811,38751
84.367505,55.227222,28049
83.097603,54.81148,65102
82.807182,54.986848,59646
82.956407,55.010932,67502
82.882594,54.991344,72203
84.17219,54.346315,35800
82.829306,54.989889,35991
82.97004,55.075701,67978
82.956258,55.024413,63889
83.007831,55.017788,57365
82.85523,54.988332,56818
83.372191,54.450896,34805
82.50425,54.657229,39535
83.0772,54.732662,60000
82.881172,54.98579,67599
82.909792,55.12281,51724
83.332542,54.297324,27907
83.007719,54.988417,50275
82.978398,54.864449,44048
82.563091,54.538157,11500
82.807108,55.030778,56888
82.885615,54.984717,116198
82.983751,54.863708,51804
82.983835,54.861793,58436
83.199344,54.968836,40743
82.806786,54.987902,58064
83.008133,54.943714,43750
83.109377,54.760003,53866
82.905918,54.933574,59180
82.146203,54.391304,108696
82.886697,54.986931,108140
83.018398,55.033082,79887
82.96426,54.943988,38580
82.961912,55.008433,103125
82.915271,55.030314,78173
82.906381,54.83331,64007
82.996015,54.867731,22840
82.914004,55.05121,78734
83.061414,54.744215,55000
82.941782,55.115438,71228
82.890498,55.053554,92039
82.882561,55.04719,66632
84.395951,55.246421,19725
82.700325,54.985754,55200
82.935285,55.06184,79545
83.106229,54.838507,125328
81.914259,54.313514,17568
82.991143,54.925808,62540
82.930858,55.038464,86341
82.970631,54.945335,40055
82.921868,54.934646,59468
83.049996,54.745078,44000
82.892044,54.94123,48810
82.956907,55.041704,75806
83.104312,54.839185,98679
83.005667,54.877806,38462
82.86609,54.965206,51812
83.042738,54.849008,59025
82.933328,55.04047,110887
83.10363,54.759609,48276
82.906156,55.030796,84960
82.876681,55.082074,46078
82.735826,55.316036,27576
82.984451,55.02575,58444
82.847488,54.987966,59756
82.844185,54.987788,73760
82.907843,55.037205,109480
83.07508,54.771417,59375
83.492525,54.432341,13235
82.946187,55.032848,47368
82.989116,55.056651,30573
82.786902,55.010546,41667
82.970174,54.992761,91332
82.928477,54.934672,57243
82.905919,55.079456,47050
82.993023,55.05209,72264
82.983526,55.038882,102200
82.911516,55.061331,61100
82.930751,55.032342,99057
82.899241,54.931499,54898
82.891546,55.052675,78083
82.866354,54.981436,66581
82.055356,54.607274,40000
82.823034,55.064347,53928
83.506702,54.870631,11905
82.945249,55.108725,63807
83.003782,55.017237,49548
82.914516,55.120235,40000
82.914558,55.041578,86766
82.956651,55.031954,54082
82.930297,55.064831,67544
82.895188,54.978267,72459
83.386412,54.457934,29464
82.947681,55.108284,67837
83.211456,54.958593,20652
82.914716,54.931483,68107
82.934216,55.067827,95530
82.983289,55.07368,71066
83.272875,54.981002,30645
82.911484,55.039143,76859
82.80772,55.03278,55976
82.97667,54.851634,56897
82.90669,55.040998,94915
82.977852,55.0388,77511
82.893931,54.985801,62981
82.936752,55.108962,82349
82.968953,55.029811,64027
82.982203,54.920205,53287
82.934527,55.044384,74676
82.807419,54.983428,56686
82.865673,54.98798,62817
82.906412,55.035916,63785
82.9087,55.034346,83300
82.908947,55.065224,83333
82.960899,55.064979,54091
83.075858,54.733932,58500
82.842811,54.991858,57969
82.888177,55.0494,72627
82.927493,55.061258,54405
82.900053,54.831374,45925
83.296715,55.202432,39362
82.829255,54.982633,58012
82.912052,55.038605,82930
82.950053,54.963149,62069
82.756727,55.03902,41071
82.919684,55.038228,81138
83.040067,54.850361,47842
82.91069,54.830853,52174
83.328614,55.216899,60000
82.885464,55.013583,67233
82.940175,55.010819,72361
82.981267,55.038848,58537
82.957725,55.007236,68183
82.809117,54.978488,61186
82.965468,55.050619,75457
83.185141,54.938079,65074
82.69759,54.998264,32565
82.872854,54.970517,58328
82.980542,54.859151,52093
82.996409,55.064791,53333
82.977686,54.852173,50986
82.86283,54.965167,47271
83.061839,54.752817,47250
83.101086,54.764105,59503
83.080541,55.048521,50665
82.917401,54.931169,54899
82.949314,55.043469,89431
82.88761,54.983886,63636
82.925929,54.93609,54679
82.909109,54.964343,37407
83.084404,54.862427,69082
82.90033,54.935531,48281
82.986262,54.860399,56349
81.850627,54.343272,64706
83.121858,54.983667,41353
82.712288,55.303923,28125
83.279609,54.621717,41429
83.013122,55.117168,46754
82.89206,54.996763,56452
82.709957,54.989725,56916
83.071903,54.734108,74265
83.042734,54.990446,57275
82.849282,54.991278,66987
82.898666,55.064043,56522
82.890477,55.117287,61690
82.978637,55.162327,44620
83.004521,55.033316,56195
83.055782,54.980153,69417
82.864918,54.970261,53917
82.966216,55.033398,87803
82.924241,55.081363,59703
82.596021,54.813067,30263
82.993772,55.027372,39623
83.039317,55.081612,43882
83.117691,54.748209,44333
82.985703,55.041185,69774
82.941774,55.0161,82066
84.190786,54.321698,27083
83.013057,55.021803,53554
82.71501,55.027049,6633
83.290912,54.619063,35417
82.958167,54.956829,59239
82.917316,55.047427,87442
82.888968,54.990867,70144
82.910346,54.93241,59141
82.972401,55.080329,62366
82.939844,55.065646,85378
82.844457,54.993088,78931
83.104902,54.765239,46840
82.929801,55.05503,71775
83.026813,55.003307,76719
82.862278,54.969234,64108
83.293765,55.201265,34415
82.891575,54.977716,59091
82.904958,54.979217,59068
82.96387,55.066347,59151
83.337377,54.990872,34783
82.993449,55.022394,54725
82.901718,55.078436,55791
82.880481,54.943863,48618
82.959683,54.947629,36585
82.898111,55.122457,63712
83.006993,55.052002,41964
82.917122,55.022052,101000
82.913274,54.936807,63380
82.910584,55.052316,82326
82.980114,55.040501,57410
82.767011,55.069052,35417
82.979632,55.161078,51667
82.892643,55.057694,78512
83.010787,55.032343,63799
82.953613,55.152065,49000
82.900332,55.121478,79476
82.959466,55.019997,75352
82.849736,54.982897,49590
82.964164,55.010492,70628
82.850046,54.965748,52667
82.97685,55.073301,46552
83.099634,54.760736,65227
82.843787,54.968391,64260
82.924783,55.031659,92492
82.969821,55.032625,70008
82.896538,55.127654,59839
82.934836,55.040399,91371
82.912446,55.046037,77367
82.940439,55.062945,20833
82.967475,54.943881,34252
82.876932,54.990089,82924
82.931892,55.063829,67747
82.827576,54.981128,51251
82.949847,54.965809,80683
82.869816,54.965147,58996
82.866425,54.969604,61396
83.110502,54.967028,36708
82.887612,54.984963,72300
82.936955,55.075158,64216
83.311006,54.359086,18137
82.982474,54.865239,46319
82.955872,55.005589,49676
82.899443,55.125217,80293
83.116448,54.937676,49075
82.906801,55.079089,69601
82.909827,55.075527,64056
83.559732,55.288559,44855
82.901161,54.931854,51870
82.958842,54.943187,35499
82.985499,54.922268,58730
82.897705,55.058993,129670
82.934043,55.047872,63957
82.93877,55.040421,91322
82.907316,55.008592,67460
82.984131,55.000456,29586
82.913359,54.963586,60901
82.905055,54.933699,58465
82.857551,54.986171,46250
82.880643,54.983285,59167
82.937127,55.038574,113504
84.21068,54.331351,25380
83.297594,54.630655,23001
84.361458,55.24406,31395
83.067881,54.956223,50997
82.958173,55.092883,70000
82.898505,54.940105,56112
82.808325,54.98635,63313
83.104736,54.745128,46561
82.837785,54.989174,67181
83.089019,54.974431,77431
83.097853,54.974972,46194
83.099901,54.868148,62831
82.890801,55.074669,66250
83.097202,54.758275,40995
82.864873,54.979707,48230
82.870655,54.98566,64772
82.978101,55.019567,77351
82.792887,54.980619,59211
83.188825,54.937388,75586
82.190467,55.002846,30484
82.901081,55.029651,71586
83.100962,54.8689,73684
83.09463,54.868309,59816
83.10872,54.758807,55556
82.901349,54.939533,57813
83.077955,54.977394,50726
83.098482,54.893913,52969
82.748117,55.313814,31655
82.947879,54.916701,39931
83.013317,54.984864,53917
82.917427,55.024996,71973
82.952877,54.99898,57930
82.932913,55.09987,62268
82.969518,54.860311,58210
82.929157,55.030034,103488
82.902896,54.830942,46694
82.959807,54.944787,35680
83.014338,55.021292,65188
83.078756,54.973663,53689
82.954819,55.17908,60088
82.929169,54.936374,48702
82.890881,54.995186,79469
82.901662,54.985253,73210
82.864616,54.977646,59852
82.969276,55.013098,62695
82.909433,55.037443,88785
82.910145,55.023167,84116
82.93005,55.016978,80261
82.763393,54.882546,42652
82.959207,55.111279,63421
82.888636,54.94109,65527
83.096283,54.808649,47097
82.879167,54.994724,82439
82.868318,54.970186,58270
82.911603,55.046741,90000
81.896358,54.360644,54688
82.648212,55.08345,35333
82.969209,54.960434,55263
83.0791,54.734476,57500
82.95961,55.174096,48692
82.748536,55.312348,39024
83.05108,54.742619,46060
82.91679,54.991364,91212
82.993358,54.994459,30769
82.903401,55.043746,88333
83.00558,55.0017,70346
83.001391,55.01187,44354
82.959575,55.093888,67247
82.974039,54.94817,33676
83.019486,55.055862,50000
82.84222,54.988438,66258
83.096505,54.810858,41877
82.910086,55.038019,71085
82.836537,54.984079,50000
82.918187,54.934391,51417
82.923987,55.073914,44250
82.91923,55.045606,80465
82.929649,55.14057,70968
83.079927,54.73282,46340
82.859765,54.980329,71206
83.003763,54.940339,56387
82.918199,54.933239,53384
82.899266,54.939344,55853
82.952639,54.948066,27966
82.939607,55.057131,67859
82.943284,55.110722,65477
82.908423,55.031689,76591
82.863144,54.942373,57497
83.085158,54.764906,48750
82.916058,55.026188,92857
83.095911,54.976535,36047
82.930343,55.031594,112984
83.093897,54.972174,11427
82.988139,55.044146,73699
82.940786,55.099515,67525
82.939567,55.014224,81332
83.098625,54.977859,64695
82.980497,55.037556,71773
82.81115,55.021743,49020
82.967212,55.072785,62830
82.952391,55.005899,81489
82.685034,54.987692,39375
83.008478,54.877083,54857
82.899745,55.071713,45455
82.905203,54.983362,68966
82.843946,54.991662,58930
82.911179,54.931151,46098
82.764117,54.980062,46010
82.74846,54.983729,56277
82.952561,55.179058,35294
83.003706,55.038695,51396
82.967308,55.141141,43274
82.931459,55.025839,86522
82.974507,54.99003,91948
82.867201,54.992552,70935
83.075754,54.736078,49355
82.796259,55.028148,28000
83.349735,54.229725,26460
83.082021,54.980733,85714
82.907804,54.994539,77484
82.929557,55.054332,67797
82.982998,54.939486,45852
82.951237,55.001117,48614
82.874291,54.968687,79688
83.178877,54.841214,71813
84.405878,55.219422,15714
82.958611,55.094478,50362
82.95633,55.005066,38077
82.880643,55.01744,32418
83.100887,54.864903,79822
82.863333,55.026115,61944
82.970136,54.947375,37777
82.966083,55.103075,56101
82.949264,55.048197,72581
83.083227,54.763306,46130
82.916336,55.052181,87334
83.076017,54.974596,63760
82.993444,54.991274,27077
82.951965,54.963741,58807
82.962593,55.080605,70272
82.909058,54.96385,37508
83.010187,54.893526,39800
82.896302,55.038106,60757
83.212815,54.984835,28289
83.007141,54.940819,50000
82.95892,55.160043,42269
82.697904,54.997218,29941
83.072916,54.732095,49945
83.015336,55.004519,62393
82.946601,55.004988,41457
83.018016,55.002852,68150
82.954733,55.037437,37194
83.090859,54.978635,41905
82.91216,54.984636,56626
82.970402,55.074249,52861
83.119804,54.958745,44655
82.990571,54.941205,46571
83.887312,55.114627,39844
82.948322,55.071667,56197
82.978833,55.031674,60714
82.955319,55.066855,67568
83.061245,54.746689,54286
82.910882,54.985919,62500
82.908465,55.035701,72418
83.133525,54.96367,44711
82.840418,54.967233,77333
83.02401,55.006142,72172
82.078661,55.301339,10000
82.862748,54.980651,57027
82.855517,54.986689,36667
82.978335,55.110657,55706
82.953295,55.040244,69112
82.643887,55.084725,37825
82.888675,55.128987,67857
82.900625,55.061322,67980
82.761729,54.866892,36703
82.963603,55.035647,81570
83.006189,54.944246,55311
82.83994,54.987145,82482
82.868077,54.994294,69167
82.96907,55.03641,60490
83.09101,54.871424,69094
83.005493,54.940395,42424
82.882341,54.993477,69583
82.954853,55.000248,96429
82.895174,55.038341,77207
82.901739,55.063463,67728
82.981133,55.042624,70309
82.918166,55.05353,85682
82.959288,55.092711,50909
82.97036,55.171367,46623
83.041878,54.846873,64241
82.91957,55.056959,77344
83.081884,54.860331,56394
83.510612,55.519806,17105
82.842822,54.974157,58681
83.011218,55.002583,77650
82.943443,55.029777,67216
82.957019,55.075014,54344
83.079527,54.733313,53818
82.933713,55.016595,94777
82.915498,55.023973,112168
82.81914,54.988202,45014
83.01304,55.020128,52786
82.961572,55.080708,64206
82.869425,54.981246,75283
82.891668,54.97461,51136
82.734465,54.826622,26549
82.841591,54.987404,45680
82.96197,54.945619,34260
82.934621,55.075558,44475
82.850958,55.145561,17339
82.947614,55.041686,77336
82.931771,55.067889,91651
82.866091,54.980907,59147
83.00855,55.055925,47110
82.958922,55.179524,34741
82.967997,55.17196,56838
83.096333,54.837588,94828
82.964353,55.102401,56670
82.958215,55.09322,61360
82.954621,54.99669,84067
82.885686,54.970048,26664
82.900582,54.974172,86406
82.964478,54.955102,61307
82.787559,54.982484,54458
83.066554,54.752761,49708
82.916552,55.039371,77778
83.138243,54.974418,29412
81.888356,54.361314,33929
83.073601,54.734249,57368
82.98195,55.001754,29750
82.937339,55.077298,128710
82.707989,55.03446,38583
81.906273,54.365416,52381
82.824602,54.98822,39791
83.000891,54.918738,93156
82.973055,55.059614,56127
83.081862,54.974805,55706
82.961123,55.045473,57000
83.003201,55.041702,77803
82.9061,55.106853,127216
82.897123,55.127261,80027
82.910244,55.056479,81523
83.095902,54.764149,63354
83.004443,55.001709,75560
82.980297,54.926466,50833
83.072152,54.933106,41908
82.916513,54.990174,102364
82.860108,54.988371,59348
83.115303,55.155759,49736
83.051255,54.748392,46667
82.910078,55.02654,87930
82.909716,55.057882,82322
82.903955,54.982617,69083
82.842746,54.964096,56453
82.970193,54.959176,57545
82.914508,55.05813,78771
82.944845,55.045699,75475
82.942556,54.938432,59412
83.035233,55.007864,48966
83.876708,55.117907,27337
83.347722,54.301228,15741
83.60529,55.306141,37500
82.808207,55.031239,70160
83.014252,54.99751,55427
82.863078,54.978573,52586
82.979422,54.95228,59783
82.907097,55.072519,84011
82.961346,55.074178,73166
84.211529,54.339285,20513
83.026524,55.001954,69651
82.903854,55.030361,85075
82.884192,54.941619,65988
82.944274,55.04784,67901
82.905419,55.220159,34884
82.913026,54.985059,66667
82.964284,55.020773,58947
82.972172,54.99213,92906
82.833291,54.970635,60280
82.972028,55.0726,52746
82.932562,55.040335,120708
82.922206,55.056531,80096
82.877755,54.94407,53343
83.016584,55.054811,31349
82.574541,54.935101,62893
82.987893,55.038681,69555
82.96532,55.072001,75035
82.976913,55.030057,64750
82.903604,54.966293,57539
82.956846,55.016934,59413
82.954841,55.039043,90565
82.933465,55.045129,74727
83.065241,54.740527,46070
82.951375,55.040077,78059
82.836502,55.137306,49091
82.883244,54.93702,68986
83.024982,55.09664,35294
82.807132,55.031328,69692
83.071216,54.771109,47162
83.086699,54.973924,53571
82.924524,55.069396,58455
82.827336,54.991164,59148
83.021861,55.030635,71859
82.986013,54.92895,64560
82.948373,55.000666,95314
82.720842,55.303426,38077
82.97377,54.855621,47868
82.923909,55.084442,67584
83.094978,54.800443,34375
84.208851,54.345706,35800
82.879511,54.988424,52899
82.952038,55.077374,48615
82.821454,54.984811,58705
83.074855,54.735936,44373
83.100467,54.760475,64912
82.860008,54.990265,57452
82.878289,54.994312,87097
82.890141,55.049244,84660
82.903791,55.033392,69027
83.024152,55.027297,75995
82.908858,55.068423,64630
83.012315,54.983488,40984
82.989805,54.919295,55319
83.060445,54.98088,63100
82.942782,55.068881,88396
83.178376,54.841057,60000
82.949842,55.115172,61488
83.007405,55.021758,65498
82.823141,54.989577,43127
82.982217,55.043392,99671
82.853403,54.987233,60181
82.897432,55.128195,51435
83.027737,55.026844,55288
82.970244,55.028035,67901
82.955482,55.039304,81284
82.906424,55.106513,136788
83.058708,54.748126,54470
83.147571,55.201813,36946
82.848138,54.963265,73319
82.953126,55.156725,44681
82.883113,54.984674,72595
82.979979,55.071659,51111
82.839704,54.968343,44156
83.02504,55.023878,69622
83.076908,54.733426,53399
82.906629,55.029957,99146
83.321767,54.623669,23125
82.834839,54.952114,46863
82.955954,55.031332,40000
82.859018,54.989798,61764
82.980969,54.865211,57011
83.195022,54.944186,74351
82.992814,55.064699,49057
83.100042,54.87183,61050
83.082041,54.976716,64151
82.875737,54.982754,56481
83.105473,54.866045,104459
83.211021,54.959758,26017
82.918305,55.040055,89464
82.940104,55.014554,105714
83.115409,54.937969,46619
83.09999,54.759225,67514
82.856174,55.027595,52603
83.002316,55.011549,38622
83.005855,55.019447,68260
82.95842,55.005222,55246
82.960773,54.954369,60274
82.992939,54.919322,60000
83.107629,54.744497,42059
82.840507,54.962987,52616
83.03015,55.048249,69298
82.89142,55.127067,50345
82.88097,55.020754,67416
82.912136,54.93109,57806
82.947315,55.044196,66333
82.896935,55.03773,72853
83.192106,54.732714,43667
83.072207,54.933469,43478
82.866809,54.980872,57674
82.939347,55.064307,99554
82.897515,54.977412,61053
83.017527,55.023132,58460
82.936296,55.07167,93761
82.812371,54.98088,65984
82.865947,54.983285,51190
82.902142,55.035591,86597
82.891671,54.998057,54762
83.075589,54.732408,55952
82.684468,54.991794,43260
82.930302,55.063858,85729
82.925238,55.043705,88355
83.040708,54.851487,56111
82.935796,55.048026,75392
82.885732,54.972399,47759
83.190776,54.935592,81154
82.754232,55.044331,36905
82.968403,55.035552,94890
82.911827,54.98797,81795
82.969157,55.047813,76866
83.943152,54.853725,26247
82.967128,55.082105,55831
82.899837,55.063636,72826
83.068723,54.949178,48683
82.962721,54.950945,38750
82.91171,55.028435,83038
82.974589,54.854375,40631
82.911827,55.050147,68850
82.955864,54.96964,45729
82.91032,54.995338,87049
82.938216,55.065457,81042
82.913558,55.052861,75000
82.880842,54.976572,95228
83.280701,54.618309,41074
82.901811,54.981306,72555
83.085535,54.863289,89945
83.382772,54.456637,37107
82.929399,55.019396,83738
82.966181,55.067213,58817
83.022626,55.00424,77645
82.703971,54.997608,47978
82.974703,54.925413,66718
82.730048,55.301011,15000
83.122875,55.054165,20000
82.987874,54.929938,66667
82.939082,55.065902,70478
82.893298,54.98015,97225
83.067837,54.773253,38971
83.175112,55.172039,29159
82.964849,54.861899,49314
83.051707,54.964335,45763
83.09636,54.834831,106086
82.810872,54.978572,73568
83.014099,55.019438,56783
82.963622,55.024074,44980
82.994346,55.052614,67763
82.906892,54.977771,58000
82.98765,54.865104,59826
82.804635,54.983634,73723
82.974695,55.059654,58936
83.052733,55.077958,20043
82.922414,55.052542,86000
83.044455,54.851403,56123
82.993978,54.924507,73028
82.996259,54.993338,45031
82.887681,54.975284,70479
82.885897,54.993179,55217
82.952704,55.012592,79035
82.997538,55.168859,25018
82.99228,55.051666,70701
82.888631,54.983313,61152
82.916032,55.04444,77509
83.057344,54.738825,63492
83.097047,54.840486,91995
83.003847,54.94467,71742
82.806469,54.991467,71369
82.969278,55.05485,63636
82.950621,55.074473,60726
82.978632,54.860308,57004
82.962103,54.953455,52128
82.92337,55.169845,48367
82.937715,55.074641,58288
82.872961,54.96722,65177
82.976776,55.035201,101021
83.089561,54.866829,70333
82.806554,55.032257,49344
82.889007,54.977605,70799
83.31817,55.206766,18293
82.963842,54.942848,35559
82.914463,55.038486,100042
82.923471,55.072356,73248
82.958076,55.131931,27083
82.928294,55.02806,94874
82.898321,54.977665,67081
82.97041,55.079977,69164
82.959578,55.041029,69491
84.414811,55.225995,36387
82.842727,54.964692,71563
83.067027,54.726483,58073
82.873534,54.97899,63643
83.012835,55.039984,59770
82.972283,55.077765,63223
83.079015,54.866351,89648
82.977865,55.036154,67419
83.100376,54.8867,63859
83.180281,54.841454,64677
83.011922,55.021513,62397
83.10964,54.840015,109502
82.909768,55.027858,82961
82.871866,54.96889,65179
83.001225,55.055769,39815
83.075507,54.735336,53943
82.96267,55.049442,55912
83.734804,55.497488,19048
82.920517,54.937397,58621
83.114532,54.903153,56777
82.943581,55.053657,58512
82.846136,54.992136,63333
83.023413,55.03412,61284
82.825783,54.986935,41792
82.946029,55.017875,101042
83.006628,54.941113,51923
82.940273,55.069321,83704
82.889341,55.036171,66667
82.739594,55.312738,27273
83.05201,54.96118,38462
82.9633,54.939121,58984
82.91221,54.981492,61889
82.871992,54.977116,70968
82.64758,55.082956,57407
82.849494,54.992663,54740
83.102604,54.837573,124324
82.911205,54.937709,57375
83.09886,54.871409,56918
82.920215,55.039538,75435
83.089647,54.86947,72917
83.075039,54.754302,35714
83.008971,55.042263,57786
82.887659,54.938581,58772
82.970039,55.027259,67611
82.996017,55.057059,53810
83.042064,54.853598,57408
82.629422,54.696715,28066
82.79028,54.979719,70700
82.998744,55.044949,80116
82.758349,55.313275,36380
82.839711,54.636929,21951
82.904058,54.991439,83188
82.894476,55.116814,36000
83.082308,54.977366,58817
82.92398,55.053402,59322
82.892095,55.033162,63557
82.945606,55.01072,66444
82.865635,54.988529,87801
82.408565,55.289558,11692
82.849531,54.963731,50062
82.645277,54.694943,20000
83.17766,55.17355,27891
82.978172,55.075564,48755
82.965835,55.048452,79808
82.808234,55.03193,55438
82.865973,54.982104,51282
82.978423,55.072173,42667
83.060972,54.750563,62428
82.865476,54.979524,55102
82.965659,55.004255,41026
83.367619,54.451055,33287
82.87189,54.984509,63567
82.828096,54.990577,52529
83.085032,54.973215,62688
82.923502,55.170241,50285
82.968364,55.07859,75288
82.95799,55.0664,63051
82.938155,55.015387,105593
82.896226,54.984518,63721
82.907664,55.030298,78283
82.827807,54.98763,47704
83.228515,54.673301,36111
82.989105,54.918365,43463
82.979582,55.04387,62385
82.918355,55.018634,71276
82.948981,54.946952,41667
82.71769,54.991663,20216
82.930319,55.036974,103456
82.958294,54.94905,27500
82.972481,55.060024,48881
82.901357,54.971674,34444
82.950739,55.070345,47500
82.916937,54.964864,48438
83.096442,54.887352,59835
82.884845,54.984686,68807
82.926745,54.938153,49393
82.916747,55.025324,118060
82.941412,55.056554,76507
83.114398,54.756589,38462
83.127811,54.942078,54494
82.984056,55.058682,85067
82.914308,54.9909,95806
83.139308,55.05401,52450
82.958185,54.964876,55971
82.978228,54.921425,52468
82.90714,54.937758,55467
82.90877,54.985101,60930
82.940921,55.042493,71505
82.884241,54.98226,71960
82.901352,55.036361,74804
82.866878,55.024587,58163
82.890286,55.034538,93833
82.99411,55.03567,51613
82.839561,54.970402,63045
83.876778,55.119934,20690
82.955598,54.963179,62069
83.283559,54.612113,46512
82.960892,55.178368,52339
82.91811,55.037015,77897
83.065032,54.755146,43485
82.973939,55.042646,77907
81.887036,54.360727,33872
82.933703,55.047071,96667
82.956442,55.076199,47500
83.061703,54.961466,63103
82.976328,55.003647,59756
82.873758,54.974319,70167
82.921213,54.939483,62802
82.903241,55.039236,73697
82.935199,55.035255,120372
83.139491,54.875645,41596
82.962429,54.938678,58507
81.86616,54.354913,34247
82.838997,54.988014,71429
83.046036,54.987612,73338
